Quote,Author
"
      “Vanity working on a weak head, produces every sort of mischief”
  ",Jane Austen
"
      “There was certainly at this moment, in Elizabeth's mind, a more gentle sensation towards the original, that she had ever felt in the height of their acquaintance.",Jane Austen
"
      “Mrs. Dashwood remained at Norland several months; not from any disinclination to move when the sight of every well known spot ceased to raise the violent emotion which it produced for a while; for when her spirits began to revive, and her mind became capable of some other exertion than that of heightening its affliction by melancholy remembrances, she was impatient to be gone, and indefatigable in her inquiries for a suitable dwelling in the neighbourhood of Norland; for to remove far from that beloved spot was impossible. But she could hear of no situation that at once answered her notions of comfort and ease, and suited the prudence of her eldest daughter, whose steadier judgment rejected several houses as too large for their income, which her mother would have approved.”
  ",Jane Austen
"
      “You feel, I suppose, that, in losing Isabella, you lose half yourself: you feel a void in your heart which nothing else can occupy.  Society is becoming irksome; and as for the amusements in which you were wont to share at Bath, the very idea of which without her is abhorrent.  You would not, for instance, now go to a ball for the world.  You feel that you have no longer any friend to whom you can speak with unreserve; on whose regard you can place dependence; or whose counsel, in any difficult, you could rely on.”
  ",Jane Austen
"
      “He must tell his own story.'",Jane Austen
"
      “Provided that nothing like useful knowledge could be gained from them, provided they were all story and no reflection, she had never any objection to books at all.”
  ",Jane Austen
"
      “To flatter and follow others, without being flattered and followed in turn, is but a state of half enjoyment”
  ",Jane Austen
"
      “She felt the loss of Willoughby's character yet more heavily than she had felt the loss of his heart.”
  ",Jane Austen
"
      “no hay que desesperar de lograr aquello que deseamos, pues la asiduidad, si es constante, consigue el fin que se propone...”
  ",Jane Austen
"
      “and yet there is something so amiable in the prejudices of a young mind, that one is sorry to see them give way to the reception of more general opinions."" (Colonel Brandon)”
  ",Jane Austen
"
      “I dearly love a laugh.”
  ",Jane Austen
"
      “Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to her.”
  ",Jane Austen
"
      “If we have not hearts, we have eyes; and they give us torment enough.”
  ",Jane Austen
"
      “I am not one of those young ladies who are so daring to risk their happiness on the chance of being asked a second time.”
  ",Jane Austen
"
      “Anything is to be preferred or endured rather than marrying",Jane Austen
"
      “I thank you again and again for the hounour you have done me in your proposals, but to accept them is absolutely impossible. My feelings in every respect forbid it. Can I speak plainer? Do not consider me now as an elegant female, intending to plague you, but as an rational creature, speaking the truth from her heart.”
  ",Jane Austen
"
      “...there are very few of us who have heart enough to be in love without encouragement.”
  ",Jane Austen
"
      “[T]hey are much to be pitied who have not ... been given a taste for Nature in early life. They lose a great deal.”
  ",Jane Austen
"
      “You need not hurry when the object is only to prevent my saying a bon mot, for there is not the least wit in my nature. I am a very matter-of-fact, plain-spoken being, and may blunder on the borders of a repartee for half an hour together without striking it out.”
  ",Jane Austen
"
      “It is possible to read too many novels. Henry Tileny, Northanger Abbey”
  ",Jane Austen
"
      “But that woman is a fool indeed who, while insulted by accusation, can be worked on by compliments.”
  ",Jane Austen
"
      “Sometimes I have kept my feelings to myself, because I could find no language to describe them in.”
  ",Jane Austen
"
      “She had always wanted to do every thing, and had made more progress in both drawing and music than many might have done with so little labour as she ever would submit to... She was not much deceived as to her own skill either as an artist or a musician, but she was not unwilling to have others deceived, or sorry to know her reputation for accomplishment often higher than it deserved.”
  ",Jane Austen
"
      “Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?”
  ",Jane Austen
"
      “I am tired of submitting my will to the caprices of others—of resigning my own judgement in deference to those to whom I owe no duty, and for whom I feel no respect.”
  ",Jane Austen
"
      “As he quitted the room, Elizabeth felt how improbable it was that they should ever see each other again on such terms of cordiality... and as she threw a retrospective glance over the whole of their acquaintance, so full of contradictions and varieties, sighed at the perverseness of those feelings which would now have promoted its continuance, and would formerly have rejoiced in its termination.”
  ",Jane Austen
